tokenizer,item_id,category,language,condition,adequacy_score,text,character_count,utf8_byte_count,token_count,characters_per_token,bytes_per_token
openai-o200k,I01,instruction,attic_greek,base,,Πρὶν ἐξέλθῃς ἐκ τοῦ οἰκήματος τὴν θύραν κλεῖε.,46,92,35,1.3142857142857143,2.6285714285714286
openai-o200k,I02,instruction,english,base,,Read the whole message before replying.,39,39,7,5.571428571428571,5.571428571428571
openai-o200k,I02,instruction,modern_standard_chinese,base,,回覆前讀完整條訊息.,10,28,9,1.1111111111111112,3.111111111111111
openai-o200k,I02,instruction,classical_chinese,base,,答前盡讀其書.,7,19,8,0.875,2.375
openai-o200k,I02,instruction,classical_latin,base,,Totum nuntium lege antequam respondeas.,39,39,11,3.5454545454545454,3.5454545454545454
openai-o200k,I02,instruction,attic_greek,base,,Ὅλον τὸ γράμμα ἀνάγνωθι πρὶν ἀποκρίνεσθαι.,42,83,28,1.5,2.9642857142857144
openai-o200k,I03,instruction,english,base,,Put the clean plates on the shelf.,34,34,8,4.25,4.25
openai-o200k,I03,instruction,modern_standard_chinese,base,,把乾淨的盤子放在架子上.,12,34,13,0.9230769230769231,2.6153846153846154
openai-o200k,I03,instruction,classical_chinese,base,,置淨盤於架.,6,16,7,0.8571428571428571,2.2857142857142856
openai-o200k,I03,instruction,classical_latin,base,,Patinas mundas in pluteo pone.,30,30,10,3.0,3.0
openai-o200k,I03,instruction,attic_greek,base,,Τὰ καθαρὰ πινάκια ἐπὶ τὴν ἐσχάραν τίθει.,40,79,26,1.5384615384615385,3.0384615384615383
openai-o200k,I04,instruction,english,base,,If rain starts go under a roof.,31,31,8,3.875,3.875
openai-o200k,I04,instruction,modern_standard_chinese,base,,如果開始下雨就到屋簷下.,12,34,11,1.0909090909090908,3.090909090909091
openai-o200k,I04,instruction,classical_chinese,base,,雨作則就簷.,6,16,7,0.8571428571428571,2.2857142857142856
openai-o200k,I04,instruction,classical_latin,base,,Si pluvia incipit sub tectum i.,31,31,11,2.8181818181818183,2.8181818181818183
openai-o200k,I04,instruction,attic_greek,base,,Ἂν ὑετὸς ἄρχηται ὑπὸ στέγην ἴθι.,32,65,31,1.032258064516129,2.096774193548387
openai-o200k,I05,instruction,english,base,,Do not move the box without help.,33,33,8,4.125,4.125
openai-o200k,I05,instruction,modern_standard_chinese,base,,沒有幫助不要搬箱子.,10,28,9,1.1111111111111112,3.111111111111111
openai-o200k,I05,instruction,classical_chinese,base,,無助勿移箱.,6,16,6,1.0,2.6666666666666665
openai-o200k,I05,instruction,classical_latin,base,,Arcam sine auxilio ne moveas.,29,29,9,3.2222222222222223,3.2222222222222223
openai-o200k,I05,instruction,attic_greek,base,,Μὴ κίνει τὴν κιβωτὸν ἄνευ βοηθείας.,35,68,24,1.4583333333333333,2.8333333333333335
openai-o200k,I06,instruction,english,base,,Write the date at the top of the page.,38,38,10,3.8,3.8
openai-o200k,I06,instruction,modern_standard_chinese,base,,在頁面頂端寫下日期.,10,28,9,1.1111111111111112,3.111111111111111
openai-o200k,I06,instruction,classical_chinese,base,,書日於頁首.,6,16,6,1.0,2.6666666666666665
openai-o200k,I06,instruction,classical_latin,base,,Diem in summa pagina scribe.,28,28,8,3.5,3.5
openai-o200k,I06,instruction,attic_greek,base,,Τὴν ἡμέραν ἐν ἄκρᾳ σελίδι γράφε.,32,63,25,1.28,2.52
openai-o200k,I07,instruction,english,base,,Turn left after the bridge.,27,27,6,4.5,4.5
openai-o200k,I07,instruction,modern_standard_chinese,base,,過橋後左轉.,6,16,6,1.0,2.6666666666666665
openai-o200k,I07,instruction,classical_chinese,base,,過橋左行.,5,13,5,1.0,2.6
openai-o200k,I07,instruction,classical_latin,base,,Post pontem ad laevam verte.,28,28,9,3.111111111111111,3.111111111111111
openai-o200k,I07,instruction,attic_greek,base,,Μετὰ τὴν γέφυραν ἐπ᾽ ἀριστερὰ στρέφου.,38,76,27,1.4074074074074074,2.814814814814815
openai-o200k,I08,instruction,english,base,,Give each guest a cup of water.,31,31,8,3.875,3.875
openai-o200k,I08,instruction,modern_standard_chinese,base,,給每位客人一杯水.,9,25,9,1.0,2.7777777777777777
openai-o200k,I08,instruction,classical_chinese,base,,賓各與一杯水.,7,19,8,0.875,2.375
openai-o200k,I08,instruction,classical_latin,base,,Cuique hospiti poculum aquae da.,32,32,11,2.909090909090909,2.909090909090909
openai-o200k,I08,instruction,attic_greek,base,,Ἑκάστῳ ξένῳ ποτήριον ὕδατος δίδου.,34,67,22,1.5454545454545454,3.0454545454545454
openai-o200k,I09,instruction,english,base,,Check the numbers twice before sending the report.,50,50,9,5.555555555555555,5.555555555555555
openai-o200k,I09,instruction,modern_standard_chinese,base,,寄送報告前核對數字兩次.,12,34,12,1.0,2.8333333333333335
openai-o200k,I09,instruction,classical_chinese,base,,發報前再校數.,7,19,7,1.0,2.7142857142857144
openai-o200k,I09,instruction,classical_latin,base,,Numeros bis examina antequam relationem mittas.,47,47,12,3.9166666666666665,3.9166666666666665
openai-o200k,I09,instruction,attic_greek,base,,Τοὺς ἀριθμοὺς δίς ἐξέταζε πρὶν τὸν λόγον πέμπειν.,49,96,34,1.4411764705882353,2.823529411764706
openai-o200k,I10,instruction,english,base,,Keep medicine away from children.,33,33,6,5.5,5.5
openai-o200k,I10,instruction,modern_standard_chinese,base,,讓藥物遠離兒童.,8,22,9,0.8888888888888888,2.4444444444444446
openai-o200k,I10,instruction,classical_chinese,base,,藥遠童.,4,10,5,0.8,2.0
openai-o200k,I10,instruction,classical_latin,base,,Medicamentum procul a pueris serva.,35,35,11,3.1818181818181817,3.1818181818181817
openai-o200k,I10,instruction,attic_greek,base,,Τὸ φάρμακον πόρρω τῶν παίδων φύλαττε.,37,70,20,1.85,3.5
openai-o200k,I11,instruction,english,base,,Wait here until the guard returns.,34,34,7,4.857142857142857,4.857142857142857
openai-o200k,I11,instruction,modern_standard_chinese,base,,在此等待直到守衛回來.,11,31,9,1.2222222222222223,3.4444444444444446
openai-o200k,I11,instruction,classical_chinese,base,,待此至衛返.,6,16,6,1.0,2.6666666666666665
openai-o200k,I11,instruction,classical_latin,base,,Hic exspecta donec custos redeat.,33,33,11,3.0,3.0
openai-o200k,I11,instruction,attic_greek,base,,Ἐνθάδε μένε μέχρι ἂν ὁ φύλαξ ἐπανέλθῃ.,38,74,28,1.3571428571428572,2.642857142857143
openai-o200k,I12,instruction,english,base,,Use a pencil to mark the answer.,32,32,8,4.0,4.0
openai-o200k,I12,instruction,modern_standard_chinese,base,,用鉛筆標記答案.,8,22,8,1.0,2.75
openai-o200k,I12,instruction,classical_chinese,base,,以鉛筆識答.,6,16,7,0.8571428571428571,2.2857142857142856
openai-o200k,I12,instruction,classical_latin,base,,Stilo plumbeo responsum nota.,29,29,9,3.2222222222222223,3.2222222222222223
openai-o200k,I12,instruction,attic_greek,base,,Μολυβδίῳ τὴν ἀπόκρισιν σημεῖου.,31,62,22,1.4090909090909092,2.8181818181818183
openai-o200k,I13,instruction,english,base,,If the flag is red stop.,24,24,7,3.4285714285714284,3.4285714285714284
openai-o200k,I13,instruction,modern_standard_chinese,base,,如果旗子是紅色就停下.,11,31,10,1.1,3.1
openai-o200k,I13,instruction,classical_chinese,base,,旗赤則止.,5,13,5,1.0,2.6
openai-o200k,I13,instruction,classical_latin,base,,Si vexillum rubrum est consiste.,32,32,8,4.0,4.0
openai-o200k,I13,instruction,attic_greek,base,,Ἂν τὸ σημεῖον ἐρυθρὸν ᾖ στῆθι.,30,61,25,1.2,2.44
openai-o200k,I14,instruction,english,base,,Tell me immediately if a problem occurs.,40,40,8,5.0,5.0
openai-o200k,I14,instruction,modern_standard_chinese,base,,如果出現問題立即告訴我.,12,34,10,1.2,3.4
openai-o200k,I14,instruction,classical_chinese,base,,有患即告我.,6,16,6,1.0,2.6666666666666665
openai-o200k,I14,instruction,classical_latin,base,,Si difficultas oritur statim mihi dic.,38,38,10,3.8,3.8
openai-o200k,I14,instruction,attic_greek,base,,Ἂν δυσχέρεια γένηται εὐθὺς μοι φράζε.,37,71,24,1.5416666666666667,2.9583333333333335
openai-o200k,I15,instruction,english,base,,Wash your hands before the meal.,32,32,7,4.571428571428571,4.571428571428571
openai-o200k,I15,instruction,modern_standard_chinese,base,,用餐前洗手.,6,16,6,1.0,2.6666666666666665
openai-o200k,I15,instruction,classical_chinese,base,,食前盥手.,5,13,6,0.8333333333333334,2.1666666666666665
openai-o200k,I15,instruction,classical_latin,base,,Manus lava ante cibum.,22,22,7,3.142857142857143,3.142857142857143
openai-o200k,I15,instruction,attic_greek,base,,Τὰς χεῖρας πλῦνον πρὸ τοῦ δείπνου.,34,67,21,1.619047619047619,3.1904761904761907
openai-o200k,R01,reasoning,english,base,,If the road is wet the carriage will travel slowly.,51,51,11,4.636363636363637,4.636363636363637
openai-o200k,R01,reasoning,modern_standard_chinese,base,,如果道路濕了車就會走得慢.,13,37,12,1.0833333333333333,3.0833333333333335
openai-o200k,R01,reasoning,classical_chinese,base,,道濕則車徐行.,7,19,8,0.875,2.375
openai-o200k,R01,reasoning,classical_latin,base,,Si via umida est currus lente procedet.,39,39,11,3.5454545454545454,3.5454545454545454
openai-o200k,R01,reasoning,attic_greek,base,,Ἂν ἡ ὁδὸς ὑγρὰ ᾖ τὸ ἅρμα βραδέως πορεύσεται.,44,88,38,1.1578947368421053,2.3157894736842106
openai-o200k,R02,reasoning,english,base,,The jar broke because it fell from the table.,45,45,10,4.5,4.5
openai-o200k,R02,reasoning,modern_standard_chinese,base,,罐子因為從桌上掉下來而碎了.,14,40,15,0.9333333333333333,2.6666666666666665
openai-o200k,R02,reasoning,classical_chinese,base,,罌墮幾故碎.,6,16,9,0.6666666666666666,1.7777777777777777
openai-o200k,R02,reasoning,classical_latin,base,,Urceus fractus est quod de mensa cecidit.,41,41,15,2.7333333333333334,2.7333333333333334
openai-o200k,R02,reasoning,attic_greek,base,,Ἡ χύτρα συνέτριβη ὅτι ἀπὸ τῆς τραπέζης ἔπεσεν.,46,90,33,1.393939393939394,2.727272727272727
openai-o200k,R03,reasoning,english,base,,If all gates are closed no visitor may enter.,45,45,10,4.5,4.5
openai-o200k,R03,reasoning,modern_standard_chinese,base,,如果所有大門都關上就沒有訪客能進來.,18,52,15,1.2,3.466666666666667
openai-o200k,R03,reasoning,classical_chinese,base,,諸門皆閉則客不得入.,10,28,10,1.0,2.8
openai-o200k,R03,reasoning,classical_latin,base,,Si omnes portae clausae sunt nullus hospes intrare potest.,58,58,15,3.8666666666666667,3.8666666666666667
openai-o200k,R03,reasoning,attic_greek,base,,Ἂν πᾶσαι αἱ πύλαι κεκλεισμέναι ὦσιν οὐδεὶς ξένος εἰσελθεῖν δύναται.,67,132,46,1.4565217391304348,2.869565217391304
openai-o200k,R04,reasoning,english,base,,The lamp is dim because the oil is nearly gone.,47,47,11,4.2727272727272725,4.2727272727272725
openai-o200k,R04,reasoning,modern_standard_chinese,base,,燈光昏暗因為油快用完了.,12,34,14,0.8571428571428571,2.4285714285714284
openai-o200k,R04,reasoning,classical_chinese,base,,燈昏以油將竭.,7,19,10,0.7,1.9
openai-o200k,R04,reasoning,classical_latin,base,,Lucerna obscura est quod oleum paene defecit.,45,45,14,3.2142857142857144,3.2142857142857144
openai-o200k,R04,reasoning,attic_greek,base,,Ὁ λύχνος ἀμαυρός ἐστιν ὅτι τὸ ἔλαιον σχεδὸν ἐκλέλοιπεν.,55,109,38,1.4473684210526316,2.8684210526315788
openai-o200k,R05,reasoning,english,base,,If the price rises fewer buyers may come.,41,41,9,4.555555555555555,4.555555555555555
openai-o200k,R05,reasoning,modern_standard_chinese,base,,如果價格上升就可能有較少買家來.,16,46,13,1.2307692307692308,3.5384615384615383
openai-o200k,R05,reasoning,classical_chinese,base,,價升則買者或少.,8,22,8,1.0,2.75
openai-o200k,R05,reasoning,classical_latin,base,,Si pretium crescit pauciores emptores venire possunt.,53,53,14,3.7857142857142856,3.7857142857142856
openai-o200k,R05,reasoning,attic_greek,base,,Ἂν ἡ τιμὴ αὔξηται ἐλάττους ἀγορασταὶ ἥξουσιν.,45,91,34,1.3235294117647058,2.676470588235294
openai-o200k,R06,reasoning,english,base,,Every metal in this box is heavy. This coin is in the box. Therefore this coin is heavy.,88,88,21,4.190476190476191,4.190476190476191
openai-o200k,R06,reasoning,modern_standard_chinese,base,,這個盒中的每塊金屬都很重.這枚硬幣在盒中.因此這枚硬幣很重.,30,84,32,0.9375,2.625
openai-o200k,R06,reasoning,classical_chinese,base,,此匣之金皆重.此錢在匣.故此錢重.,17,45,21,0.8095238095238095,2.142857142857143
openai-o200k,R06,reasoning,classical_latin,base,,Omne metallum in hac arca grave est. Hic nummus in arca est. Igitur hic nummus gravis est.,90,90,31,2.903225806451613,2.903225806451613
openai-o200k,R06,reasoning,attic_greek,base,,Πᾶν μέταλλον ἐν τῇ κιβωτῷ βαρύ ἐστιν. Τοῦτο τὸ νόμισμα ἐν τῇ κιβωτῷ ἐστιν. Οὖν τοῦτο τὸ νόμισμα βαρύ ἐστιν.,107,207,75,1.4266666666666667,2.76
openai-o200k,R07,reasoning,english,base,,The garden needs water because the leaves are dry.,50,50,10,5.0,5.0
openai-o200k,R07,reasoning,modern_standard_chinese,base,,花園需要水因為葉子乾了.,12,34,11,1.0909090909090908,3.090909090909091
openai-o200k,R07,reasoning,classical_chinese,base,,園須水以葉枯.,7,19,8,0.875,2.375
openai-o200k,R07,reasoning,classical_latin,base,,Hortus aquam eget quod folia arida sunt.,40,40,13,3.076923076923077,3.076923076923077
openai-o200k,R07,reasoning,attic_greek,base,,Ὁ κῆπος ὕδατος δεῖται ὅτι τὰ φύλλα ξηρὰ ἐστιν.,46,91,31,1.4838709677419355,2.935483870967742
openai-o200k,R08,reasoning,english,base,,If you leave now you will arrive before noon.,45,45,10,4.5,4.5
openai-o200k,R08,reasoning,modern_standard_chinese,base,,如果你現在離開就會在中午前到達.,16,46,14,1.1428571428571428,3.2857142857142856
openai-o200k,R08,reasoning,classical_chinese,base,,今去則午前至.,7,19,7,1.0,2.7142857142857144
openai-o200k,R08,reasoning,classical_latin,base,,Si nunc discedis ante meridiem pervenies.,41,41,13,3.1538461538461537,3.1538461538461537
openai-o200k,R08,reasoning,attic_greek,base,,Ἂν νῦν ἀπίῃς πρὸ μεσημβρίας ἀφίξῃ.,34,69,27,1.2592592592592593,2.5555555555555554
openai-o200k,R09,reasoning,english,base,,The map is useful because it shows the shortest path.,53,53,11,4.818181818181818,4.818181818181818
openai-o200k,R09,reasoning,modern_standard_chinese,base,,地圖很有用因為它顯示最短的路徑.,16,46,18,0.8888888888888888,2.5555555555555554
openai-o200k,R09,reasoning,classical_chinese,base,,圖有用以示最短途.,9,25,9,1.0,2.7777777777777777
openai-o200k,R09,reasoning,classical_latin,base,,Tabula utilis est quod viam brevissimam ostendit.,49,49,14,3.5,3.5
openai-o200k,R09,reasoning,attic_greek,base,,Ὁ χάρτης χρήσιμος ἐστὶν ὅτι τὴν βραχυτάτην ὁδὸν δείκνυσιν.,58,114,39,1.4871794871794872,2.923076923076923
openai-o200k,R10,reasoning,english,base,,Because it snowed during the night the roof is white.,53,53,12,4.416666666666667,4.416666666666667
openai-o200k,R10,reasoning,modern_standard_chinese,base,,因為夜裡下雪屋頂是白色的.,13,37,14,0.9285714285714286,2.642857142857143
openai-o200k,R10,reasoning,classical_chinese,base,,夜雪故屋頂白.,7,19,7,1.0,2.7142857142857144
openai-o200k,R10,reasoning,classical_latin,base,,Quia nocte ninxit tectum album est.,35,35,11,3.1818181818181817,3.1818181818181817
openai-o200k,R10,reasoning,attic_greek,base,,Ἐπειδὴ νυκτὸς ἔνιψεν ἡ στέγη λευκή ἐστιν.,41,81,33,1.2424242424242424,2.4545454545454546
openai-o200k,R11,reasoning,english,base,,If one witness disagrees the judge must examine the evidence again.,67,67,13,5.153846153846154,5.153846153846154
openai-o200k,R11,reasoning,modern_standard_chinese,base,,如果一位證人不同意法官必須再次檢驗證據.,20,58,18,1.1111111111111112,3.2222222222222223
openai-o200k,R11,reasoning,classical_chinese,base,,一證異言則判官必再察證.,12,34,12,1.0,2.8333333333333335
openai-o200k,R11,reasoning,classical_latin,base,,Si unus testis dissentit iudex testimonia iterum examinare debet.,65,65,18,3.611111111111111,3.611111111111111
openai-o200k,R11,reasoning,attic_greek,base,,Ἂν εἷς μάρτυς ἀντιλέγῃ ὁ δικαστὴς τὰ τεκμήρια πάλιν ἐξετάζειν δεῖ.,66,130,46,1.434782608695652,2.8260869565217392
openai-o200k,R12,reasoning,english,base,,The room is quiet because everyone has left.,44,44,9,4.888888888888889,4.888888888888889
openai-o200k,R12,reasoning,modern_standard_chinese,base,,房間很安靜因為所有人都離開了.,15,43,15,1.0,2.8666666666666667
openai-o200k,R12,reasoning,classical_chinese,base,,室寂以眾皆去.,7,19,9,0.7777777777777778,2.111111111111111
openai-o200k,R12,reasoning,classical_latin,base,,Cubiculum quietum est quod omnes discesserunt.,46,46,12,3.8333333333333335,3.8333333333333335
openai-o200k,R12,reasoning,attic_greek,base,,Τὸ οἴκημα ἥσυχόν ἐστιν ὅτι πάντες ἀπελήλυθαν.,45,89,30,1.5,2.966666666666667
openai-o200k,R13,reasoning,english,base,,If the message is unclear ask the speaker to explain it.,56,56,12,4.666666666666667,4.666666666666667
openai-o200k,R13,reasoning,modern_standard_chinese,base,,如果訊息不清楚請要求說話的人解釋它.,18,52,16,1.125,3.25
openai-o200k,R13,reasoning,classical_chinese,base,,書不明則請言者釋之.,10,28,11,0.9090909090909091,2.5454545454545454
openai-o200k,R13,reasoning,classical_latin,base,,Si nuntius obscurus est roga dicentem ut eum explicet.,54,54,17,3.176470588235294,3.176470588235294
openai-o200k,R13,reasoning,attic_greek,base,,Ἂν τὸ γράμμα ἀσαφὲς ᾖ τὸν λέγοντα κέλευε αὐτὸ σαφηνίζειν.,57,112,38,1.5,2.9473684210526314
openai-o200k,R14,reasoning,english,base,,Because the river is shallow the boat cannot pass here.,55,55,11,5.0,5.0
